num_expediente,fecha,hora,localizacion,numero,cod_distrito,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,cod_lesividad,lesividad,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga,,
2022S020349,30/06/2022,14:15:00,AVDA. OPORTO / CALL. PORTALEGRE,40,11,CARABANCHEL,Colisión fronto-lateral,Despejado,Bicicleta,Pasajero,Menor de 5 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,438580276,4470791371,N,NULL,,
2022S020410,01/07/2022,10:25:00,CALL. GENERAL RICARDOS,43,43,11,CARABANCHEL,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,1,Atención en urgencias sin posterior ingreso,438891759,4471891925,N,NULL,
2022S020441,01/07/2022,19:50:00,GTA. LOPEZ DE HOYOS / CALL. FRANCISCO SILVELA,1,5,CHAMARTÍN,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,1,Atención en urgencias sin posterior ingreso,442318553,4476829176,N,NULL,,
2022S020494,01/07/2022,21:55:00,PLAZA. CANOVAS DEL CASTILLO,5,5,1,CENTRO,Caída,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,441067328,4474147219,N,NULL,
2022S020495,02/07/2022,9:25:00,AVDA. ANDES,52,52,16,HORTALEZA,Atropello a persona,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,447502474,4478813718,N,NULL,
2022S020495,02/07/2022,9:25:00,AVDA. ANDES,52,52,16,HORTALEZA,Atropello a persona,Despejado,Bicicleta,Peatón,De 70 a 74 años,Mujer,3,Ingreso superior a 24 horas,447502474,4478813718,N,NULL,
2022S020513,02/07/2022,15:20:00,CALL. FRANCOS RODRIGUEZ / CALL. LORENZANA,70,6,TETUÁN,Colisión fronto-lateral,NULL,Bicicleta,Conductor,De 21 a 24 años,Hombre,NULL,NULL,439921534,4478708138,N,NULL,,
2022S020524,02/07/2022,17:55:00,CALL. POBLADURA DEL VALLE / CALL. MONTAMARTA,42,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,447252691,4475016127,N,NULL,,
2022S020540,02/07/2022,21:25:00,PLAZA. ESPAÑA / CALL. LEGANITOS,6,1,CENTRO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,NULL,NULL,439674138,4474965350,N,NULL,,
2022S020586,03/07/2022,12:10:00,PQUE. RETIRO / PTA. INDEPENDENCIA,0,3,RETIRO,Atropello a persona,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,14,Sin asistencia sanitaria,441646600,4474555521,N,NULL,,
2022S020586,03/07/2022,12:10:00,PQUE. RETIRO / PTA. INDEPENDENCIA,0,3,RETIRO,Atropello a persona,Despejado,Bicicleta,Peatón,De 65 a 69 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,441646600,4474555521,N,NULL,,
2022S020587,03/07/2022,12:30:00,CALL. ALFONSO XII / PLAZA. INDEPENDENCIA,1,3,RETIRO,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 35 a 39 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,441578078,4474524018,N,NULL,,
2022S020646,04/07/2022,16:24:00,CALL. PADRE LLANOS,24,24,13,PUENTE DE VALLECAS,Colisión frontal,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,14,Sin asistencia sanitaria,444342090,4469588202,N,NULL,
2022S020646,04/07/2022,16:24:00,CALL. PADRE LLANOS,24,24,13,PUENTE DE VALLECAS,Colisión frontal,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,2,Ingreso inferior o igual a 24 horas,444342090,4469588202,N,NULL,
2022S020717,05/07/2022,10:05:00,GTA. MARQUES DE VADILLO / CALL. ANTONIO LOPEZ,1,11,CARABANCHEL,Colisión lateral,Despejado,Bicicleta,Conductor,De 65 a 69 años,Hombre,14,Sin asistencia sanitaria,439284701,4472146871,N,NULL,,
2022S020732,05/07/2022,13:20:00,CALL. CASTILLO DE CANDANCHU / CALL. BERDUN,52,8,FUENCARRAL-EL PARDO,Colisión lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,442420404,4484208649,N,NULL,,
2022S020806,06/07/2022,15:30:00,CALL. SERRANO,82,82,4,SALAMANCA,Caída,LLuvia intensa,Bicicleta,Conductor,De 21 a 24 años,Mujer,2,Ingreso inferior o igual a 24 horas,441737156,4475858696,N,NULL,
2022S020811,06/07/2022,15:10:00,CALL. SERRANO,45,45,4,SALAMANCA,Colisión fronto-lateral,Nublado,Bicicleta EPAC (pedaleo asistido),Conductor,De 40 a 44 años,Mujer,1,Atención en urgencias sin posterior ingreso,441707294,4475610527,N,NULL,
2022S020823,06/07/2022,19:10:00,CUSTA. VEGA / CALL. SEGOVIA,3,1,CENTRO,Alcance,NULL,Bicicleta EPAC (pedaleo asistido),Conductor,De 65 a 69 años,Hombre,14,Sin asistencia sanitaria,439206783,4473950189,N,NULL,,
2022S020831,06/07/2022,20:25:00,AVDA. MAYORAZGO / AVDA. LA GAVIA,99,18,VILLA DE VALLECAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,447423737,4468325420,N,NULL,,
2022S020861,07/07/2022,7:22:00,CALL. PRINCIPE DE VERGARA, 208A,208A,5,CHAMARTÍN,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,2,Ingreso inferior o igual a 24 horas,442537951,4477988783,N,NULL,
2022S020907,07/07/2022,18:38:00,CALL. DOCTOR ESQUERDO,125,125,3,RETIRO,Colisión lateral,Despejado,Bicicleta,Conductor,Menor de 5 años,Hombre,NULL,NULL,443182204,4473696343,N,NULL,
2022S020919,07/07/2022,22:45:00,BULEV. INDALECIO PRIETO / CALL. TREN DE ARGANDA,4,19,VICÁLVARO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,NULL,NULL,447364833,4472746833,N,NULL,,
2022S020944,07/07/2022,14:55:00,CALL. ISLA DE OZA / CALL. ISLA DE ALEGRANZA,1,9,MONCLOA-ARAVACA,Alcance,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,NULL,NULL,438879531,4479442899,N,NULL,,
2022S020958,07/07/2022,21:55:00,CUSTA. SAN VICENTE, (FRENTE AL) 34,34,9,MONCLOA-ARAVACA,Colisión lateral,NULL,Bicicleta,Conductor,De 35 a 39 años,Hombre,NULL,NULL,439144748,4474649879,N,NULL,
2022S020997,08/07/2022,21:40:00,AVDA. CONCHA ESPINA,22,22,5,CHAMARTÍN,Colisión lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 40 a 44 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,441995737,4478116181,N,NULL,
2022S021044,09/07/2022,20:27:00,AVDA. MAYORAZGO / CALL. CINCOVILLAS,1,18,VILLA DE VALLECAS,Colisión lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,2,Ingreso inferior o igual a 24 horas,445866342,4469361226,N,NULL,,
2022S021116,11/07/2022,8:11:00,PASEO. CASTELLANA,256,256,5,CHAMARTÍN,Otro,Despejado,Bicicleta,Conductor,De 30 a 34 años,Mujer,3,Ingreso superior a 24 horas,441736597,4480366303,N,NULL,
2022S021148,10/07/2022,20:10:00,PQUE. DEHESA DE LA VILLA,0,0,8,FUENCARRAL-EL PARDO,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,2,Ingreso inferior o igual a 24 horas,438563388,4479113979,N,NULL,
2022S021172,11/07/2022,10:15:00,AVDA. LUIS ARAGONES,4,4,20,SAN BLAS-CANILLEJAS,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,1,Atención en urgencias sin posterior ingreso,449008999,4476313282,N,NULL,
2022S021188,12/07/2022,10:00:00,AVDA. COMPLUTENSE / CTRA. DEHESA DE LA VILLA,40,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 70 a 74 años,Hombre,4,Fallecido 24 horas,438622739,4479118993,N,NULL,,
2022S021203,12/07/2022,13:50:00,CALL. VILLAAMIL,64,64,6,TETUÁN,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,14,Sin asistencia sanitaria,439972284,4479144126,N,NULL,
2022S021203,12/07/2022,13:50:00,CALL. VILLAAMIL,64,64,6,TETUÁN,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Peatón,Más de 74 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,439972284,4479144126,N,NULL,
2022S021205,12/07/2022,14:20:00,CALL. JESUS / CALL. MORATIN,1,1,CENTRO,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Mujer,14,Sin asistencia sanitaria,440978898,4473781660,N,NULL,,
2022S021314,14/07/2022,8:35:00,CALL. PUERTO DE BALBARAN,10,10,13,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,444335582,4469744522,N,NULL,
2022S021326,14/07/2022,13:50:00,CALL. SAN BERNARDO,8,8,1,CENTRO,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 45 a 49 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,439949477,4474811529,N,NULL,
2022S021364,14/07/2022,19:55:00,AVDA. ALBUFERA,108,108,13,PUENTE DE VALLECAS,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,443996395,4471627799,N,NULL,
2022S021376,14/07/2022,23:45:00,CALL. JAIME EL CONQUISTADOR / CALL. DIVINO VALLES,24,2,ARGANZUELA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Mujer,NULL,NULL,440746670,4471999931,N,NULL,,
2022S021383,15/07/2022,2:45:00,CALL. PRINCESA,32,32,1,CENTRO,Alcance,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,2,Ingreso inferior o igual a 24 horas,439392890,4475517109,S,NULL,
2022S021439,15/07/2022,17:53:00,CMNO. PERALES,94,94,12,USERA,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,441581359,4469803537,N,NULL,
2022S021491,15/07/2022,12:20:00,AVDA. LOGROÑO,38,38,21,BARAJAS,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 70 a 74 años,Hombre,2,Ingreso inferior o igual a 24 horas,448957924,4478531501,N,NULL,
2022S021618,17/07/2022,16:30:00,CALL. SAN GERMAN / CALL. LERIDA,56,6,TETUÁN,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,440668198,4478726107,N,NULL,,
2022S021625,18/07/2022,8:10:00,CALL. PUERTO DE LA CRUZ VERDE, 44B,44B,2,ARGANZUELA,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 55 a 59 años,Hombre,2,Ingreso inferior o igual a 24 horas,441650664,4470663274,N,NULL,
2022S021625,18/07/2022,8:10:00,CALL. PUERTO DE LA CRUZ VERDE, 44B,44B,2,ARGANZUELA,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Peatón,De 50 a 54 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,441650664,4470663274,N,NULL,
2022S021668,18/07/2022,18:47:00,AVDA. NICETO ALCALA ZAMORA / AUTOV. M-11,3,16,HORTALEZA,Alcance,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,444960955,4481475095,N,NULL,,
2022S021673,18/07/2022,19:05:00,CALL. AYALA,64,64,4,SALAMANCA,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,NULL,NULL,442259990,4475433294,N,NULL,
2022S021682,18/07/2022,22:30:00,PLAZA. SEGOVIA NUEVA / CALL. GRAFAL,1,1,CENTRO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,439946897,4473895969,N,NULL,,
2022S021704,19/07/2022,9:45:00,CALL. BAILEN / CALL. MAYOR,12,1,CENTRO,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 45 a 49 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,439456566,4474038937,N,NULL,,
2022S021743,19/07/2022,16:45:00,CALL. ALCALA,315,315,15,CIUDAD LINEAL,Alcance,NULL,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,NULL,NULL,444781186,4475994977,N,NULL,
2022S021797,20/07/2022,21:05:00,CALL. BRAVO MURILLO,83,83,7,CHAMBERÍ,Atropello a animal,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,440282639,4477257898,N,NULL,
2022S021811,20/07/2022,2:50:00,CARRETERA SAN BLAS COSLADA M201,80,20,SAN BLAS-CANILLEJAS,Colisión lateral,Se desconoce,Bicicleta,Conductor,De 25 a 29 años,Hombre,NULL,NULL,449630920,4475550326,S,NULL,,
2022S021815,21/07/2022,8:30:00,AVDA. POBLADOS, farola 238,43,10,LATINA,Colisión lateral,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,3,Ingreso superior a 24 horas,435730890,4470339023,N,NULL,
2022S021866,21/07/2022,22:18:00,AVDA. PLANETARIO / CALL. MENDEZ ALVARO,1A,2,ARGANZUELA,Atropello a persona,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,442328043,4471810859,N,NULL,,
2022S021866,21/07/2022,22:18:00,AVDA. PLANETARIO / CALL. MENDEZ ALVARO,1A,2,ARGANZUELA,Atropello a persona,Despejado,Bicicleta,Peatón,De 60 a 64 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,442328043,4471810859,N,NULL,,
2022S021986,23/07/2022,22:15:00,CALL. ESTOCOLMO,2,2,20,SAN BLAS-CANILLEJAS,Caída,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,1,Atención en urgencias sin posterior ingreso,449162656,4475142799,N,NULL,
2022S022007,24/07/2022,1:50:00,CALL. CHILE,3,3,5,CHAMARTÍN,Choque contra obstáculo fijo,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 55 a 59 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,442673244,4478540299,S,NULL,
2022S022030,24/07/2022,12:50:00,CALL. ARROYO FONTARRON,24,24,14,MORATALAZ,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,3,Ingreso superior a 24 horas,446327974,4471742260,N,NULL,
2022S022088,25/07/2022,14:30:00,CALL. FELIX RODRIGUEZ DE LA FUENTE / CALL. ALCALDE GARRIDO JUARISTI,2,14,MORATALAZ,Atropello a persona,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,14,Sin asistencia sanitaria,444213955,4473938986,N,NULL,,
2022S022088,25/07/2022,14:30:00,CALL. FELIX RODRIGUEZ DE LA FUENTE / CALL. ALCALDE GARRIDO JUARISTI,2,14,MORATALAZ,Atropello a persona,Despejado,Bicicleta,Peatón,De 60 a 64 años,Hombre,2,Ingreso inferior o igual a 24 horas,444213955,4473938986,N,NULL,,
2022S022094,25/07/2022,16:25:00,CALL. CAMINO VIEJO DE LEGANES,10,10,11,CARABANCHEL,Alcance,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,438551011,4471551829,N,NULL,
2022S022107,25/07/2022,21:50:00,CAMINO VINATEROS-DE LA MARROQUINA,105,14,MORATALAZ,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,4,Fallecido 24 horas,445056316,4473354418,N,NULL,,
2022S022133,26/07/2022,13:30:00,CALL. EMBAJADORES,92,92,2,ARGANZUELA,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,440505988,4472719395,N,NULL,
2022S022189,26/07/2022,9:00:00,CALL. RIBERA DEL SENA,27,27,21,BARAJAS,Colisión lateral,Despejado,Bicicleta,Conductor,De 65 a 69 años,Hombre,NULL,NULL,447260819,4479645158,N,NULL,
2022S022202,26/07/2022,19:45:00,GTA. ISAAC RABIN / CALL. DOCTOR RAMON CASTROVIEJO,0,8,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,3,Ingreso superior a 24 horas,438285570,4480494978,N,NULL,,
2022S022234,27/07/2022,20:00:00,AVDA. MIRAFLORES,53,53,9,MONCLOA-ARAVACA,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,437975467,4480173057,N,NULL,
2022S022299,28/07/2022,20:00:00,CALL. SUECIA,83,83,20,SAN BLAS-CANILLEJAS,Caída,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,2,Ingreso inferior o igual a 24 horas,448619114,4475942821,N,NULL,
2022S022302,28/07/2022,19:10:00,PLAZA. REPUBLICA ARGENTINA / CALL. SERRANO,3,5,CHAMARTÍN,Colisión lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,441839417,4477373404,N,NULL,,
2022S022303,28/07/2022,19:40:00,CALL. VALCARLOS / AVDA. SANTO DOMINGO DE LA CALZADA,1,8,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,1,Atención en urgencias sin posterior ingreso,442921983,4483171641,N,NULL,,
2022S022329,27/07/2022,10:50:00,CALL. AUTOL,3,3,15,CIUDAD LINEAL,Caída,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,2,Ingreso inferior o igual a 24 horas,444221934,4477778328,N,NULL,
2022S022348,28/07/2022,21:50:00,CALL. MATEO INURRIA / PLAZA. CASTILLA,9,5,CHAMARTÍN,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,441658843,4479740204,N,NULL,,
2022S022379,29/07/2022,21:40:00,CALL. ANTONIO LOPEZ,151,151,12,USERA,Colisión lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,2,Ingreso inferior o igual a 24 horas,440685571,4470920624,N,NULL,
2022S022463,30/07/2022,22:40:00,CALL. MAYOR,58,58,1,CENTRO,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,2,Ingreso inferior o igual a 24 horas,439795071,4474145772,S,NULL,
2022S022478,31/07/2022,9:35:00,PASEO. MARIA TERESA / PASEO. TORRECILLA,1,9,MONCLOA-ARAVACA,Colisión frontal,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,14,Sin asistencia sanitaria,437749283,4474681586,N,NULL,,
2022S022478,31/07/2022,9:35:00,PASEO. MARIA TERESA / PASEO. TORRECILLA,1,9,MONCLOA-ARAVACA,Colisión frontal,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,2,Ingreso inferior o igual a 24 horas,437749283,4474681586,N,NULL,,
2022S022488,31/07/2022,16:00:00,CALL. FERROVIARIOS / CALL. ANTONIO VELASCO ZAZO,110,12,USERA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,440218738,4470305078,N,NULL,,
2022S022491,30/07/2022,19:20:00,CALL. MONASTERIO DE EL PAULAR / CALL. MONASTERIO DE LAS BATUECAS,13,8,FUENCARRAL-EL PARDO,Caída,Nublado,Bicicleta,Conductor,De 21 a 24 años,Mujer,5,Asistencia sanitaria ambulatoria con posterioridad,440271964,4483638508,N,NULL,,
2022S022567,02/08/2022,11:45:00,AVDA. SALMEDINA / CALL. ANTONIO GADES,125,18,VILLA DE VALLECAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,449147237,4467736865,N,NULL,,
2022S022575,31/07/2022,22:00:00,PASEO. JUAN ANTONIO VALLEJO-NAJERA BOTAS / CALL. GASOMETRO,25,2,ARGANZUELA,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,14,Sin asistencia sanitaria,440004746,4472602444,N,NULL,,
2022S022575,31/07/2022,22:00:00,PASEO. JUAN ANTONIO VALLEJO-NAJERA BOTAS / CALL. GASOMETRO,25,2,ARGANZUELA,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Peatón,De 60 a 64 años,Mujer,14,Sin asistencia sanitaria,440004746,4472602444,N,NULL,,
2022S022642,03/08/2022,13:20:00,CALL. SAN CESAREO / CALL. SAN EUSTAQUIO,6,17,VILLAVERDE,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,440386577,4465468504,N,NULL,,
2022S022672,03/08/2022,21:45:00,AVDA. GUADALAJARA / CALL. LA ALBERICIA,109,20,SAN BLAS-CANILLEJAS,Caída,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,448016355,4474854067,N,NULL,,
2022S022681,04/08/2022,8:06:00,PLAZA. ALONSO MARTINEZ,5,5,7,CHAMBERÍ,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,440980999,4475451341,N,NULL,
2022S022698,04/08/2022,15:30:00,CALL. EMILIO FERRARI / CALL. LLANOS DE ESCUDERO,118,15,CIUDAD LINEAL,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,445876986,4475376765,N,NULL,,
2022S022712,04/08/2022,17:40:00,AVDA. ALBUFERA,50,50,13,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,443533466,4471955582,N,NULL,
2022S022723,04/08/2022,20:50:00,AVDA. MAYORAZGO / AUTOV. M-45,131,18,VILLA DE VALLECAS,Colisión frontal,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,2,Ingreso inferior o igual a 24 horas,447771344,4468093644,N,NULL,,
2022S022724,04/08/2022,7:10:00,CALL. VALCARLOS / AVDA. SANTO DOMINGO DE LA CALZADA,35,8,FUENCARRAL-EL PARDO,Atropello a persona,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,NULL,NULL,443611681,4483945110,N,NULL,,
2022S022724,04/08/2022,7:10:00,CALL. VALCARLOS / AVDA. SANTO DOMINGO DE LA CALZADA,35,8,FUENCARRAL-EL PARDO,Atropello a persona,Despejado,Bicicleta,Peatón,De 45 a 49 años,Hombre,NULL,NULL,443611681,4483945110,N,NULL,,
2022S022730,05/08/2022,0:05:00,CALL. EMBAJADORES / CALL. JAIME EL CONQUISTADOR,134,2,ARGANZUELA,Alcance,NULL,Bicicleta,Conductor,De 25 a 29 años,Mujer,NULL,NULL,440793697,4472205392,N,NULL,,
2022S022755,05/08/2022,10:30:00,TRVA. IVAN DE VARGAS,3,3,11,CARABANCHEL,Atropello a persona,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,438656881,4472765136,N,NULL,
2022S022755,05/08/2022,10:30:00,TRVA. IVAN DE VARGAS,3,3,11,CARABANCHEL,Atropello a persona,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,14,Sin asistencia sanitaria,438656881,4472765136,N,NULL,
2022S022755,05/08/2022,10:30:00,TRVA. IVAN DE VARGAS,3,3,11,CARABANCHEL,Atropello a persona,Despejado,Bicicleta,Peatón,De 55 a 59 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,438656881,4472765136,N,NULL,
2022S022756,05/08/2022,9:24:00,AVDA. MANZANARES,26,26,10,LATINA,Atropello a persona,Despejado,Bicicleta,Conductor,Más de 74 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,438704529,4473219930,N,NULL,
2022S022756,05/08/2022,9:24:00,AVDA. MANZANARES,26,26,10,LATINA,Atropello a persona,Despejado,Bicicleta,Peatón,De 70 a 74 años,Hombre,14,Sin asistencia sanitaria,438704529,4473219930,N,NULL,
2022S022759,05/08/2022,10:15:00,AVDA. FRANCISCO JAVIER SAENZ DE OIZA,154,154,16,HORTALEZA,Caída,Despejado,Bicicleta,Conductor,De 65 a 69 años,Hombre,2,Ingreso inferior o igual a 24 horas,447923749,4483301193,N,NULL,
2022S022778,05/08/2022,14:45:00,CALL. ISLA DE JAVA,33,33,8,FUENCARRAL-EL PARDO,Caída,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,2,Ingreso inferior o igual a 24 horas,442229078,4482211059,N,NULL,
2022S022818,06/08/2022,8:35:00,AVDA. NICETO ALCALA ZAMORA / CTRA. ACCESO A LA ESTACION DE AUTOBUSES DE LA E.M.T.,3,16,HORTALEZA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,444947533,4481407319,N,NULL,,
2022S022821,06/08/2022,7:20:00,CALL. TOLEDO,74,74,1,CENTRO,Choque contra obstáculo fijo,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,2,Ingreso inferior o igual a 24 horas,439761301,4473441136,N,NULL,
2022S022827,06/08/2022,13:45:00,CALL. LUIS MITJANS / AVDA. CIUDAD DE BARCELONA,1,3,RETIRO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,443026668,4472320488,N,NULL,,
2022S022882,06/08/2022,22:10:00,PASEO. PONTONES,11,11,2,ARGANZUELA,Colisión lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,439467899,4473063573,N,NULL,
2022S022921,08/08/2022,12:33:00,IDB. PARQUE ENRIQUE TIERNO GALVAN,0,0,2,ARGANZUELA,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,2,Ingreso inferior o igual a 24 horas,441788753,4471284822,N,NULL,
2022S022950,08/08/2022,21:50:00,CALL. SAN BERNARDO / CALL. GRAN VIA,8,1,CENTRO,Atropello a persona,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,439951081,4474801704,N,NULL,,
2022S022950,08/08/2022,21:50:00,CALL. SAN BERNARDO / CALL. GRAN VIA,8,1,CENTRO,Atropello a persona,Despejado,Bicicleta,Peatón,De 21 a 24 años,Hombre,14,Sin asistencia sanitaria,439951081,4474801704,N,NULL,,
